KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
18149686,Brooklyn,11201,7/2/18,7/3/18,2,0.076
18149411,Queens,11385,6/29/18,7/3/18,10,0.051
18149884,Queens,11414,6/30/18,7/3/18,0,0.151
18149618,Brooklyn,11216,6/30/18,7/3/18,3,0.148
18149822,Queens,11415,7/2/18,7/3/18,1,0.176
18149511,Queens,11434,6/29/18,7/3/18,3,0.131
18149659,Brooklyn,11222,6/28/18,7/3/18,0,0.139
18149505,Staten Island,10308,6/28/18,7/3/18,0,0.138
18149537,Queens,11104,6/24/18,7/3/18,6,0.09
18149514,Queens,11413,6/28/18,7/3/18,0,0.165
18149402,Queens,11354,6/26/18,7/3/18,3,0.179
18149762,Queens,11358,6/30/18,7/3/18,0,0.197
18149777,Staten Island,10312,6/29/18,7/3/18,0,0.052
18149638,Brooklyn,11238,6/29/18,7/3/18,4,0.199
18149856,Brooklyn,11217,6/29/18,7/3/18,4,0.107
18149506,Brooklyn,11231,6/30/18,7/3/18,5,0.165
18149714,Staten Island,10304,6/29/18,7/3/18,0,0.151
18149406,Brooklyn,11207,6/29/18,7/3/18,0,0.12
18149666,Queens,11360,6/29/18,7/3/18,2,0.011
18149473,Staten Island,10306,6/28/18,6/29/18,0,0.155
18149650,Brooklyn,11204,6/28/18,6/29/18,9,0.155
18149780,Brooklyn,11229,6/25/18,6/29/18,66,0.124
18149381,Bronx,10464,6/28/18,6/29/18,4,0.184
18149515,Brooklyn,11216,6/20/18,6/29/18,51,0.122
18149530,Brooklyn,11224,6/28/18,6/29/18,0,0.053
18149776,Queens,11375,6/26/18,6/29/18,13,0.037
18149668,Staten Island,10314,6/27/18,6/29/18,2,0.138
17141777,Queens,11415,6/28/18,6/29/18,9,0.091
18149868,Brooklyn,11234,6/27/18,6/29/18,2,0.12
18149883,Brooklyn,11225,6/27/18,6/28/18,7,0.1
18149423,Queens,11358,6/25/18,6/28/18,8,0.05
18149435,Brooklyn,11212,6/24/18,6/28/18,0,0.079
18149448,Brooklyn,11208,6/26/18,6/28/18,1,0.156
18149498,Brooklyn,11217,6/24/18,6/28/18,39,0.106
18149441,Brooklyn,11234,6/21/18,6/28/18,7,0.164
18149438,Staten Island,10312,6/20/18,6/27/18,2,0.086
18149772,Brooklyn,11204,6/24/18,6/27/18,4,0.114
18149605,Queens,11358,6/26/18,6/27/18,20,0.118
18149710,Bronx,10461,6/26/18,6/27/18,9,0.126
18149804,Brooklyn,11205,6/26/18,6/27/18,4,0.234
18149436,Staten Island,10303,6/21/18,6/27/18,2,0.15
18149816,Brooklyn,11234,6/22/18,6/27/18,3,0.192
18149805,Brooklyn,11215,6/25/18,6/27/18,4,0.073
18149429,Brooklyn,11218,6/20/18,6/27/18,8,0.106
18149786,Staten Island,10314,6/24/18,6/27/18,2,0.149
18149924,Queens,11691,6/26/18,6/27/18,1,0.169
18149622,Brooklyn,11217,6/26/18,6/27/18,3,0.208
18149553,Staten Island,10306,6/24/18,6/27/18,0,0.046
18149501,Brooklyn,11204,6/26/18,6/27/18,2,0.041
18149729,Staten Island,10301,6/24/18,6/27/18,0,0.193
18149845,Brooklyn,11213,6/23/18,6/26/18,0,0.099
18149398,Queens,11385,6/18/18,6/26/18,2,0.091
18149554,Brooklyn,11213,6/22/18,6/25/18,6,0.111
18149741,Queens,11385,6/21/18,6/25/18,2,0.153
18149877,Brooklyn,11203,6/19/18,6/25/18,2,0.086
18149367,Queens,11433,6/20/18,6/25/18,0,0.177
18149744,Queens,11377,6/13/18,6/25/18,4,0.167
18149905,Staten Island,10306,6/21/18,6/25/18,1,0.102
18149807,Staten Island,10306,6/20/18,6/25/18,1,0.137
18149624,Staten Island,10308,6/20/18,6/25/18,0,0.131
18149802,Staten Island,10309,6/20/18,6/25/18,40,0.048
18149865,Staten Island,10309,6/20/18,6/25/18,0,0.116
18149375,Queens,11412,6/20/18,6/25/18,2,0.181
18149499,Staten Island,10301,6/17/18,6/25/18,4,0.112
18149383,Bronx,10470,6/18/18,6/25/18,4,0.128
18149626,Brooklyn,11224,6/18/18,6/25/18,2,0.151
18149533,Queens,11374,6/16/18,6/25/18,8,0.111
18149640,Queens,11432,6/22/18,6/25/18,0,0.058
18149593,Staten Island,10306,6/22/18,6/25/18,0,0.076
18149738,Brooklyn,11224,6/19/18,6/25/18,0,0.005
18149366,Queens,11412,6/20/18,6/25/18,1,0.037
18149785,Staten Island,10306,6/18/18,6/25/18,1,0.204
18149614,Brooklyn,11225,6/18/18,6/25/18,11,0.097
18149552,Staten Island,10308,6/21/18,6/25/18,12,0.111
18149701,Brooklyn,11226,6/19/18,6/25/18,16,0.098
18149795,Staten Island,10308,6/19/18,6/25/18,0,0.112
18149879,Staten Island,10301,6/19/18,6/25/18,21,0.11
18149830,Brooklyn,11221,6/19/18,6/22/18,0,0.196
18149716,Staten Island,10312,6/19/18,6/22/18,1,0.083
18149758,Brooklyn,11232,6/14/18,6/22/18,9,0.1
18149630,Queens,11361,6/18/18,6/22/18,2,0.156
18149793,Bronx,10471,6/15/18,6/22/18,4,0.123
18149880,Staten Island,10303,6/18/18,6/22/18,0,0.142
18149486,Brooklyn,11215,6/18/18,6/22/18,3,0.157
18149557,Queens,11103,6/17/18,6/22/18,4,0.127
18149858,Staten Island,10309,6/17/18,6/22/18,1,0.214
18149455,Staten Island,10312,6/17/18,6/22/18,2,0.116
18149680,Staten Island,10306,6/16/18,6/22/18,2,0.034
18149460,Staten Island,10308,6/16/18,6/22/18,2,0.121
18149846,Staten Island,10312,6/13/18,6/22/18,0,0.029
18149497,Queens,11358,6/17/18,6/22/18,4,0.056
18149810,Queens,11364,6/15/18,6/22/18,0,0.206
18149457,Staten Island,10309,6/16/18,6/22/18,0,0.102
18149705,Brooklyn,11212,6/14/18,6/22/18,0,0.144
18149453,Queens,11412,6/12/18,6/22/18,32,0.333
18149602,Queens,11377,6/10/18,6/22/18,2,0.08
18149703,Brooklyn,11212,6/14/18,6/22/18,0,0.047
18149491,Queens,11379,6/10/18,6/22/18,11,0.14
18149416,Staten Island,10309,6/13/18,6/22/18,0,0.086
18149754,Brooklyn,11224,6/18/18,6/21/18,0,0.058
18149871,Staten Island,10306,6/18/18,6/21/18,0,0.176
18149386,Queens,11375,6/13/18,6/21/18,10,0.084
18149469,Staten Island,10309,6/14/18,6/21/18,1,0.15
18149819,Staten Island,10306,6/14/18,6/21/18,0,0.133
18149466,Brooklyn,11224,6/13/18,6/21/18,0,0.184
18149849,Brooklyn,11232,6/14/18,6/21/18,8,0.073
18149635,Staten Island,10306,6/16/18,6/21/18,0,0.152
18149601,Queens,11365,6/14/18,6/21/18,0,0.165
18149651,Queens,11001,6/16/18,6/21/18,1,0.154
18149826,Brooklyn,11234,6/14/18,6/21/18,6,0.145
18149439,Queens,11385,6/16/18,6/21/18,5,0.112
18149658,Bronx,10463,6/14/18,6/21/18,5,0.089
18149484,Queens,11356,6/14/18,6/21/18,40,0.105
18149859,Staten Island,10312,6/16/18,6/21/18,2,0.146
18149520,Brooklyn,11234,6/14/18,6/21/18,0,0.146
18149694,Brooklyn,11214,6/18/18,6/21/18,3,0.143
18149427,Staten Island,10314,6/13/18,6/21/18,0,0.144
18149697,Queens,11418,6/14/18,6/21/18,0,0.006
18149825,Bronx,10462,6/13/18,6/21/18,2,0.096
18149695,Staten Island,10312,6/17/18,6/21/18,0,0.075
18149564,Staten Island,10306,6/16/18,6/21/18,0,0.119
18149904,Queens,11417,6/14/18,6/21/18,2,0.141
18149475,Staten Island,10309,6/17/18,6/21/18,0,0.131
18149739,Brooklyn,11234,6/14/18,6/20/18,3,0.171
18149600,Brooklyn,11225,6/14/18,6/20/18,10,0.113
18149757,Manhattan,10128,6/15/18,6/18/18,6,0.112
18149620,Brooklyn,11228,6/15/18,6/18/18,18,0.025
18149820,Staten Island,10305,6/15/18,6/18/18,5,0.027
18149742,Bronx,10461,6/12/18,6/18/18,6,0.143
18149424,Staten Island,10305,6/10/18,6/18/18,1,0.17
18149525,Queens,11105,6/11/18,6/18/18,43,0.238
18149532,Staten Island,10312,6/14/18,6/18/18,0,0.021
18149723,Queens,11361,6/14/18,6/18/18,1,0.106
18149606,Brooklyn,11212,6/15/18,6/18/18,0,0.049
18149737,Brooklyn,11218,6/15/18,6/18/18,11,0.067
18149787,Brooklyn,11234,6/15/18,6/18/18,7,0.157
18149654,Staten Island,10308,6/15/18,6/18/18,1,0.164
18149873,Queens,11377,6/15/18,6/18/18,7,0.115
18149740,Staten Island,10301,6/15/18,6/18/18,12,0.229
18149482,Queens,11379,6/8/18,6/18/18,1,0.098
18149472,Staten Island,10309,6/15/18,6/18/18,0,0.092
18149771,Staten Island,10309,6/10/18,6/15/18,0,0.163
18149599,Brooklyn,11228,6/9/18,6/15/18,11,0.185
18149396,Queens,11354,6/13/18,6/15/18,2,0.108
18149700,Queens,11418,6/12/18,6/15/18,2,0.293
18149377,Queens,11435,6/13/18,6/15/18,2,0.103
18149724,Queens,11432,6/12/18,6/15/18,7,0.16
18149765,Brooklyn,11228,6/11/18,6/15/18,6,0.101
18149370,Queens,11415,6/11/18,6/15/18,1,0.047
18149874,Brooklyn,11211,6/8/18,6/15/18,0,0.208
18149908,Brooklyn,11215,6/8/18,6/15/18,3,0.164
18149643,Staten Island,10306,6/11/18,6/15/18,3,0.178
18149709,Brooklyn,11203,6/7/18,6/15/18,4,0.169
18149693,Queens,11101,6/11/18,6/15/18,1,0.213
18149494,Brooklyn,11217,6/8/18,6/15/18,8,0.044
18149797,Staten Island,10306,6/13/18,6/15/18,0,0.13
18149507,Staten Island,10314,6/13/18,6/15/18,0,0.111
18149615,Brooklyn,11226,6/12/18,6/15/18,3,0.186
18149721,Brooklyn,11209,6/11/18,6/15/18,3,0.177
18149443,Queens,11413,6/8/18,6/15/18,0,0.113
18149682,Staten Island,10314,6/11/18,6/15/18,4,0.126
18149394,Queens,11354,6/11/18,6/15/18,2,0.182
18149508,Staten Island,10308,6/13/18,6/15/18,0,0.103
18149636,Staten Island,10312,6/12/18,6/15/18,0,0.111
18149726,Queens,11372,6/9/18,6/15/18,4,0.163
18149503,Queens,11361,6/10/18,6/15/18,1,0.15
18149664,Brooklyn,11229,6/10/18,6/15/18,2,0.115
18149853,Staten Island,10314,6/7/18,6/15/18,0,0.096
18149442,Bronx,10465,6/13/18,6/15/18,4,0.164
18149560,Staten Island,10309,6/12/18,6/15/18,2,0.15
18149376,Queens,11432,6/12/18,6/15/18,4,0.164
18149862,Staten Island,10308,6/12/18,6/15/18,0,0.115
18149513,Staten Island,10309,6/12/18,6/15/18,7,0.126
18149617,Queens,11356,6/12/18,6/15/18,5,0.147
18149672,Queens,11417,6/11/18,6/15/18,14,0.091
18149749,Staten Island,10312,6/13/18,6/15/18,0,0.124
18149688,Queens,11357,6/11/18,6/15/18,7,0.134
18149407,Queens,11362,6/11/18,6/15/18,3,0.183
18149704,Brooklyn,11229,6/12/18,6/15/18,3,0.14
18149579,Staten Island,10308,6/12/18,6/15/18,0,0.174
18149521,Brooklyn,11217,6/12/18,6/15/18,2,0.182
18149444,Queens,11412,6/9/18,6/14/18,0,0.152
18149850,Brooklyn,11215,6/11/18,6/14/18,3,0.212
18149465,Staten Island,10312,6/8/18,6/14/18,0,0.024
18149567,Staten Island,10310,6/13/18,6/13/18,1,0.165
18149607,Staten Island,10309,6/10/18,6/13/18,0,0.168
18149527,Brooklyn,11212,6/9/18,6/13/18,0,0.091
18149547,Brooklyn,11228,6/11/18,6/13/18,5,0.123
18149775,Brooklyn,11224,6/11/18,6/13/18,0,0.015
18149833,Brooklyn,11234,6/11/18,6/13/18,6,0.041
18149699,Staten Island,10308,6/12/18,6/13/18,0,0.073
18149631,Bronx,10471,6/9/18,6/13/18,0,0.01
18149696,Brooklyn,11236,6/10/18,6/13/18,0,0.141
18149392,Queens,11378,6/7/18,6/13/18,6,0.108
18149583,Bronx,10463,6/7/18,6/13/18,4,0.016
18149437,Staten Island,10306,6/10/18,6/13/18,0,0.145
18149352,Queens,11354,6/10/18,6/13/18,10,0.108
18149906,Brooklyn,11223,6/10/18,6/13/18,4,0.141
18149459,Brooklyn,11223,6/8/18,6/13/18,4,0.04
18149578,Staten Island,10309,6/11/18,6/13/18,1,0.067
18149778,Brooklyn,11223,6/10/18,6/13/18,5,0.113
18149661,Queens,11377,6/11/18,6/13/18,4,0.173
18149379,Staten Island,10307,6/10/18,6/13/18,0,0.185
18149368,Queens,11415,6/11/18,6/13/18,0,0.087
18149413,Staten Island,10309,6/11/18,6/13/18,0,0.055
18149796,Staten Island,10308,6/9/18,6/13/18,0,0.168
18149767,Brooklyn,11234,6/10/18,6/13/18,4,0.012
18149746,Queens,11385,6/10/18,6/13/18,41,0.123
18149745,Queens,11375,6/9/18,6/13/18,4,0.176
18149586,Queens,11694,6/7/18,6/13/18,1,0.145
18149477,Staten Island,10314,6/8/18,6/12/18,0,0.021
18149907,Brooklyn,11214,6/8/18,6/12/18,2,0.148
18149576,Staten Island,10303,6/7/18,6/12/18,0,0.178
18149591,Staten Island,10312,6/7/18,6/12/18,3,0.144
18149743,Queens,11420,6/9/18,6/12/18,5,0.154
18149821,Brooklyn,11215,6/8/18,6/12/18,5,0.195
18149752,Queens,11423,6/8/18,6/12/18,3,0.179
18149390,Queens,11379,6/6/18,6/12/18,5,0.087
18149882,Staten Island,10309,6/7/18,6/12/18,0,0.044
18149468,Queens,11691,6/8/18,6/12/18,0,0.11
18149431,Staten Island,10305,6/8/18,6/12/18,5,0.125
18149449,Queens,11360,6/6/18,6/12/18,0,0.1
18149708,Queens,11385,6/7/18,6/12/18,11,0.166
18149774,Staten Island,10309,6/8/18,6/12/18,10,0.142
18149551,Staten Island,10308,6/9/18,6/12/18,0,0.144
18149419,Staten Island,10314,6/10/18,6/12/18,0,0.16
18149418,Queens,11691,6/11/18,6/12/18,0,0.343
18149733,Brooklyn,11217,6/11/18,6/12/18,2,0.197
18149782,Staten Island,10309,6/10/18,6/12/18,1,0.117
18149860,Queens,11358,6/8/18,6/12/18,3,0.176
18149395,Queens,11432,6/7/18,6/12/18,2,0.106
18149587,Brooklyn,11218,6/6/18,6/12/18,9,0.193
18149574,Staten Island,10309,6/8/18,6/12/18,15,0.301
18149397,Queens,11358,6/11/18,6/12/18,5,0.055
18149415,Staten Island,10309,6/9/18,6/12/18,0,0.096
18149629,Staten Island,10308,6/10/18,6/12/18,0,0.111
18149604,Queens,11379,6/9/18,6/12/18,22,0.187
18149766,Staten Island,10308,6/10/18,6/12/18,0,0.052
18149556,Staten Island,10308,6/9/18,6/12/18,0,0.124
18149474,Staten Island,10309,6/9/18,6/12/18,2,0.141
18149801,Queens,11413,6/8/18,6/12/18,2,0.102
18149425,Staten Island,10309,6/7/18,6/12/18,0,0.172
18149611,Queens,11427,6/8/18,6/12/18,4,0.116
18149543,Queens,11418,6/9/18,6/12/18,0,0.015
18149852,Staten Island,10306,6/6/18,6/12/18,277,0.16
18149426,Staten Island,10304,6/10/18,6/12/18,48,0.184
18149585,Staten Island,10304,6/8/18,6/12/18,0,0.054
18149861,Staten Island,10305,6/8/18,6/12/18,0,0.114
18149857,Staten Island,10309,6/11/18,6/12/18,51,0.124
18149374,Queens,11414,6/10/18,6/12/18,0,0.157
18149814,Staten Island,10314,6/11/18,6/12/18,1,0.109
18149476,Brooklyn,11231,6/8/18,6/12/18,2,0.108
18149458,Staten Island,10312,6/9/18,6/12/18,1,0.131
18149462,Staten Island,10312,6/9/18,6/12/18,0,0.104
18149679,Staten Island,10305,6/8/18,6/12/18,0,0.127
18149357,Staten Island,10308,6/9/18,6/12/18,1,0.157
18149763,Staten Island,10312,6/9/18,6/12/18,0,0.081
18149518,Staten Island,10306,6/11/18,6/12/18,5,0.109
18149715,Brooklyn,11212,6/9/18,6/12/18,0,0.067
18149393,Queens,11358,6/7/18,6/12/18,6,0.152
18149623,Bronx,10461,6/9/18,6/12/18,4,0.112
18149794,Queens,11385,6/9/18,6/12/18,3,0.043
18149371,Staten Island,10314,6/8/18,6/12/18,0,0.137
18149432,Queens,11379,6/8/18,6/11/18,53,0.074
18149480,Staten Island,10312,6/7/18,6/11/18,4,0.178
18149387,Queens,11385,6/8/18,6/11/18,5,0.096
18149608,Brooklyn,11233,6/8/18,6/11/18,11,0.141
18149401,Queens,11378,6/8/18,6/11/18,2,0.155
18149841,Staten Island,10310,6/7/18,6/11/18,4,0.127
18149875,Queens,11375,6/6/18,6/11/18,6,0.152
18149660,Staten Island,10306,6/7/18,6/11/18,0,0.168
18149712,Brooklyn,11229,6/7/18,6/11/18,8,0.115
18149835,Queens,11379,6/5/18,6/11/18,12,0.117
18149881,Staten Island,10312,6/8/18,6/11/18,0,0.06
18149720,Staten Island,10314,6/6/18,6/11/18,0,0.097
18149452,Staten Island,10312,6/7/18,6/11/18,1,0.102
18149433,Staten Island,10309,6/8/18,6/11/18,0,0.15
18149580,Queens,11691,6/8/18,6/11/18,0,0.163
18149354,Manhattan,10010,6/8/18,6/11/18,0,0.16
18149815,Staten Island,10312,6/7/18,6/11/18,2,0.193
18149541,Staten Island,10309,6/7/18,6/11/18,0,0.18
18149420,Staten Island,10307,6/8/18,6/11/18,8,0.059
18149728,Brooklyn,11234,6/8/18,6/11/18,12,0.148
18149597,Staten Island,10306,6/7/18,6/11/18,0,0.129
18149594,Brooklyn,11228,6/8/18,6/11/18,4,0.235
18149384,Brooklyn,11212,6/8/18,6/11/18,2,0.078
18149356,Staten Island,10306,6/7/18,6/11/18,0,0.11
18149872,Staten Island,10306,6/7/18,6/11/18,0,0.131
18149656,Queens,11375,6/8/18,6/11/18,5,0.13
18149645,Staten Island,10314,6/6/18,6/11/18,0,0.027
18149866,Staten Island,10312,6/8/18,6/11/18,3,0.125
18149592,Manhattan,10018,6/9/18,6/11/18,5,0.192
18149485,Brooklyn,11229,6/6/18,6/11/18,5,0.205
18149616,Queens,11358,6/6/18,6/11/18,2,0.147
18149598,Staten Island,10314,6/7/18,6/11/18,1,0.112
18149671,Bronx,10470,6/8/18,6/11/18,3,0.085
18149753,Staten Island,10306,6/8/18,6/11/18,0,0.063
18149523,Staten Island,10306,6/7/18,6/11/18,0,0.13
18149653,Staten Island,10312,6/6/18,6/11/18,2,0.171
18149612,Staten Island,10312,6/7/18,6/11/18,3,0.16
18149667,Staten Island,10309,6/8/18,6/11/18,0,0.082
18149355,Queens,11361,6/7/18,6/11/18,0,0.173
18149806,Staten Island,10309,6/7/18,6/11/18,0,0.107
18149784,Staten Island,10306,6/6/18,6/11/18,2,0.161
18149492,Brooklyn,11220,6/7/18,6/11/18,6,0.088
18149647,Staten Island,10309,6/8/18,6/11/18,1,0.18
18149549,Queens,11374,6/8/18,6/11/18,4,0.096
18149446,Staten Island,10310,6/7/18,6/11/18,4,0.166
18149844,Brooklyn,11224,6/7/18,6/11/18,3,0.18
18149756,Staten Island,10307,6/7/18,6/11/18,0,0.081
18149840,Queens,11691,6/8/18,6/11/18,0,0.097
18149428,Staten Island,10305,6/8/18,6/11/18,0,0.053
18149353,Brooklyn,11215,6/7/18,6/11/18,6,0.135
18149734,Staten Island,10309,6/9/18,6/11/18,0,0.142
18149408,Brooklyn,11223,6/8/18,6/11/18,14,0.109
18149669,Queens,11432,6/8/18,6/11/18,4,0.239
18149665,Staten Island,10301,6/6/18,6/11/18,11,0.142
18149561,Staten Island,10314,6/8/18,6/11/18,0,0.111
18149781,Brooklyn,11228,6/6/18,6/11/18,1,0.059
18149526,Queens,11420,6/8/18,6/11/18,2,0.112
18149558,Staten Island,10309,6/8/18,6/11/18,0,0.131
18149596,Staten Island,10312,6/8/18,6/11/18,1,0.085
18149519,Brooklyn,11224,6/8/18,6/11/18,0,0.096
18149447,Queens,11693,6/6/18,6/8/18,0,0.191
18149698,Queens,11354,6/7/18,6/8/18,22,0.072
18149773,Queens,11375,6/7/18,6/8/18,2,0.148
18149863,Brooklyn,11212,6/5/18,6/8/18,0,0.139
18149450,Queens,11363,6/6/18,6/8/18,13,0.077
18149559,Staten Island,10312,6/7/18,6/8/18,0,0.087
18149364,Queens,11433,6/7/18,6/8/18,0,0.13
18149389,Queens,11432,6/6/18,6/8/18,5,0.151
18149869,Staten Island,10308,6/6/18,6/8/18,0,0.167
18149405,Brooklyn,11224,6/6/18,6/8/18,1,0.109
18149707,Queens,11357,6/7/18,6/8/18,5,0.131
18149706,Queens,11373,6/6/18,6/8/18,47,0.269
18149388,Queens,11373,6/6/18,6/8/18,5,0.148
18149544,Staten Island,10308,6/6/18,6/8/18,0,0.108
18149789,Staten Island,10314,6/7/18,6/8/18,0,0.12
18149463,Staten Island,10309,6/5/18,6/8/18,7,0.139
18149373,Queens,11434,6/6/18,6/7/18,0,0.071
18149751,Staten Island,10304,6/6/18,6/7/18,7,0.133
18149451,Brooklyn,11234,6/6/18,6/7/18,5,0.133
18149512,Queens,11691,6/6/18,6/7/18,0,0.101
18149798,Queens,11426,6/6/18,6/7/18,3,0.072
18149648,Staten Island,10306,6/6/18,6/7/18,0,0.097
18149732,Staten Island,10303,6/6/18,6/7/18,1,0.043
18149535,Queens,11385,6/5/18,6/7/18,0,0.004
18149589,Brooklyn,11225,6/6/18,6/7/18,4,0.203
18149417,Staten Island,10306,6/6/18,6/7/18,0,0.121
18149783,Queens,11354,6/6/18,6/7/18,3,0.07
18149885,Brooklyn,11228,6/6/18,6/7/18,14,0.12
18149690,Queens,11385,6/5/18,6/7/18,5,0.201
18149768,Staten Island,10314,6/6/18,6/7/18,0,0.112
18149867,Queens,11419,6/5/18,6/7/18,0,0.133
18149876,Brooklyn,11212,6/5/18,6/7/18,2,0.163
18149843,Queens,11102,6/6/18,6/7/18,12,0.071
18149748,Queens,11432,6/6/18,6/7/18,1,0.064
18149369,Queens,11420,6/6/18,6/7/18,3,0.133
18149864,Brooklyn,11210,6/5/18,6/7/18,5,0.175
18149681,Queens,11385,6/6/18,6/7/18,1,0.131
18149409,Queens,11432,6/6/18,6/7/18,0,0.053
18149642,Queens,11361,6/6/18,6/7/18,2,0.034
18149637,Queens,11361,6/6/18,6/6/18,8,0.102
19160955,QUEENS,11379,6/9/19,6/11/19,6,0.059
19161209,QUEENS,11426,6/10/19,6/11/19,0,0.118
19161053,QUEENS,11361,6/10/19,6/11/19,2,0.03
19161016,QUEENS,11357,6/10/19,6/11/19,6,0.198
19160961,QUEENS,11372,6/8/19,6/11/19,9,0.094
19160908,STATEN ISLAND,10314,6/10/19,6/11/19,0,0.096
19160940,BROOKLYN,11234,6/8/19,6/11/19,5,0.123
19160901,QUEENS,11360,6/9/19,6/11/19,0,0.099
19160874,QUEENS,11363,6/10/19,6/11/19,6,0.042
19161128,STATEN ISLAND,10308,6/10/19,6/11/19,0,0.13
19161210,QUEENS,11378,6/9/19,6/11/19,5,0.116
19160745,QUEENS,11377,6/10/19,6/11/19,5,0.185
19160774,STATEN ISLAND,10312,6/8/19,6/11/19,5,0.177
19160761,STATEN ISLAND,10307,6/10/19,6/11/19,0,0.189
19160930,STATEN ISLAND,10306,6/10/19,6/11/19,0,0.217
19161109,QUEENS,11414,6/9/19,6/11/19,0,0.114
19160896,BROOKLYN,11204,6/9/19,6/11/19,4,0.121
19160893,BROOKLYN,11229,6/9/19,6/11/19,7,0.099
19160916,QUEENS,11358,6/9/19,6/11/19,2,0.181
19160724,STATEN ISLAND,10309,6/9/19,6/11/19,0,0.081
19160987,STATEN ISLAND,10310,6/10/19,6/11/19,4,0.073
19160999,QUEENS,11361,6/10/19,6/11/19,8,0.061
19160862,STATEN ISLAND,10301,6/10/19,6/11/19,5,0.145
19161002,STATEN ISLAND,10303,6/10/19,6/11/19,0,0.175
19160796,BROOKLYN,11228,6/10/19,6/11/19,18,0.136
19160811,QUEENS,11428,6/10/19,6/11/19,3,0.072
19160777,STATEN ISLAND,10309,6/9/19,6/11/19,0,0.144
19161174,STATEN ISLAND,10309,6/10/19,6/11/19,0,0.15
19160934,QUEENS,11412,6/9/19,6/11/19,0,0.102
19160894,QUEENS,11432,6/10/19,6/11/19,0,0.04
19160778,STATEN ISLAND,10307,6/9/19,6/11/19,0,0.027
19160938,BROOKLYN,11224,6/10/19,6/11/19,0,0.131
19160978,STATEN ISLAND,10312,6/9/19,6/11/19,2,0.19
19160768,STATEN ISLAND,10314,6/9/19,6/11/19,0,0.203
19160783,BROOKLYN,11232,6/10/19,6/11/19,5,0.089
19161155,QUEENS,11385,6/9/19,6/11/19,35,0.135
19160764,STATEN ISLAND,10314,6/10/19,6/11/19,0,0.125
19161040,BROOKLYN,11234,6/10/19,6/11/19,5,0.137
19160748,QUEENS,11385,6/9/19,6/11/19,3,0.147
19161194,BROOKLYN,11228,6/10/19,6/11/19,2,0.127
19161058,STATEN ISLAND,10314,6/9/19,6/11/19,0,0.198
19160743,QUEENS,11102,6/10/19,6/11/19,11,0.068
19160929,STATEN ISLAND,10308,6/9/19,6/11/19,0,0.137
19161114,QUEENS,11358,6/10/19,6/11/19,0,0.097
19161076,BROOKLYN,11234,6/9/19,6/11/19,6,0.071
19161089,BROOKLYN,11234,6/10/19,6/11/19,0,0.181
19160954,BROOKLYN,11229,6/10/19,6/11/19,9,0.101
19161049,BROOKLYN,11234,6/10/19,6/11/19,8,0.136
19160833,BROOKLYN,11231,6/10/19,6/12/19,2,0.052
19160852,QUEENS,11375,6/11/19,6/12/19,4,0.099
19160953,QUEENS,11375,6/9/19,6/12/19,2,0.217
19161121,STATEN ISLAND,10306,6/11/19,6/12/19,2,0.143
19160855,QUEENS,11432,6/9/19,6/12/19,4,0.237
19160711,STATEN ISLAND,10314,6/11/19,6/12/19,1,0.12
19160832,STATEN ISLAND,10309,6/8/19,6/12/19,16,0.324
19160980,STATEN ISLAND,10312,6/11/19,6/12/19,0,0.06
19160892,BROOKLYN,11213,6/11/19,6/12/19,8,0.147
19160869,STATEN ISLAND,10304,6/11/19,6/12/19,27,0.104
19160970,STATEN ISLAND,10306,6/9/19,6/12/19,0,0.127
19161084,BROOKLYN,11212,6/11/19,6/12/19,3,0.17
19160873,QUEENS,11432,6/10/19,6/12/19,2,0.074
19161122,STATEN ISLAND,10305,6/10/19,6/12/19,0,0.105
19161037,BROOKLYN,11212,6/10/19,6/12/19,0,0.128
19161008,STATEN ISLAND,10310,6/11/19,6/12/19,6,0.141
19160717,STATEN ISLAND,10306,6/10/19,6/12/19,0,0.112
19161061,STATEN ISLAND,10306,6/9/19,6/12/19,0,0.091
19161190,BROOKLYN,11223,6/11/19,6/12/19,14,0.087
19161172,STATEN ISLAND,10306,6/10/19,6/12/19,0,0.141
19161003,BROOKLYN,11212,6/8/19,6/12/19,0,0.132
19160994,QUEENS,11103,6/11/19,6/12/19,2,0.098
19161070,STATEN ISLAND,10312,6/9/19,6/12/19,0,0.092
19160830,STATEN ISLAND,10309,6/11/19,6/12/19,0,0.043
19160726,BRONX,10463,6/11/19,6/12/19,3,0.085
19160958,QUEENS,11418,6/11/19,6/12/19,2,0.235
19161215,QUEENS,11423,6/11/19,6/12/19,4,0.11
19161044,QUEENS,11375,6/10/19,6/12/19,7,0.072
19161161,STATEN ISLAND,10303,6/11/19,6/12/19,0,0.169
19161159,STATEN ISLAND,10314,6/8/19,6/12/19,0,0.016
19160751,QUEENS,11354,6/11/19,6/12/19,2,0.109
19160734,BROOKLYN,11226,6/11/19,6/12/19,4,0.183
19160926,STATEN ISLAND,10309,6/11/19,6/12/19,0,0.023
19160738,BROOKLYN,11224,6/10/19,6/12/19,1,0.151
19160820,STATEN ISLAND,10314,6/11/19,6/12/19,0,0.167
19161075,STATEN ISLAND,10309,6/11/19,6/12/19,3,0.146
19160752,QUEENS,11358,6/11/19,6/12/19,5,0.114
